Bulk silicon thickness,Bump solder height,Substrate core thickness,"Substrate core (E, CTE)","UF (E, CTE)",Lid foot width,Lid thickness,Cu-pillar bump solder material,ELK stress,Warpage Post UF cure,Warpage post lid attach,Design_ID,BGA solder material,DeltaW_BGA,DeltaW_bump
0.25,0.02,0.8,6e-06,2e-05,3,1.5,SAC205,9.12537750987989,-0.0370826283469795,0.0727268308401107,163,SAC205,0.396777212619782,0.0018268917920067
0.5,0.02,1.2,6e-06,2.5e-05,3,1.0,SAC205,9.66852822927235,-0.0269514346146024,0.0354327902314253,164,SAC105,0.348003558814526,0.0102191494879661
0.25,0.06,0.4,3e-06,2.5e-05,3,2.0,SAC205,5.49325925491954,-0.0642918246885528,0.0162386416341177,165,SAC105,0.3954191456238429,0.192616324871779
0.75,0.02,0.4,6e-06,2.5e-05,6,1.5,SAC405,13.7511234135171,-0.0614995749201625,0.0272585039492696,166,SAC205,0.444111282626788,0.0013001368251934
0.25,0.06,0.8,6e-06,3e-05,9,1.5,SAC205,6.70856004448394,-0.0379112756054382,0.0490794379729777,167,SAC405,0.2328833043575289,0.0036484093725448
0.75,0.06,0.8,3e-06,3e-05,9,1.5,SAC105,4.67301869232857,-0.0285835779213811,0.2024697512388225,168,SAC305,0.480444096028805,0.0529056675732131
0.5,0.02,0.8,9e-06,2.5e-05,6,2.0,SAC405,11.1119101020507,-0.0544442597310989,0.044652736163698,169,SAC405,0.325206364194552,0.0235760887153446
0.25,0.06,0.4,6e-06,2e-05,3,2.0,SAC105,4.48571275666396,-0.0683342503034509,0.0361692933365702,170,SAC405,0.261712280412515,0.0015197806496871
0.25,0.06,1.2,3e-06,2.5e-05,3,2.0,SAC305,8.32619849427404,-0.0176264772599096,0.0281133987009525,171,SAC305,0.734330316384633,0.0014744998243258
0.5,0.06,0.8,9e-06,2.5e-05,9,1.5,SAC205,6.19821906050884,-0.0475214643520302,0.0524593475274741,172,SAC105,0.538279093801975,0.1019635559059679
0.25,0.06,0.8,6e-06,2.5e-05,9,2.0,SAC205,6.70871027793784,-0.0386471629462903,0.0339682070189155,173,SAC205,0.4564716294407839,0.0849524047225706
0.5,0.02,0.4,6e-06,3e-05,3,1.5,SAC305,9.41254067435918,-0.0719434269121847,0.0476494969916529,174,SAC305,0.282799415290355,0.0095753344357944
0.5,0.04,0.4,9e-06,3e-05,3,1.5,SAC105,6.5112576392538,-0.0692464211897458,0.0418605236336588,175,SAC405,0.0836944412440059,0.0222494527697563
0.25,0.06,0.4,3e-06,2.5e-05,9,1.5,SAC105,4.2976355536155,-0.0584385822294279,0.1612228974699968,176,SAC105,0.355197124183178,0.120400176383555
0.75,0.06,1.2,6e-06,3e-05,6,1.5,SAC305,7.79452818525013,-0.0254166084341704,0.0458225007168948,177,SAC305,0.318408275643984,0.0218978730263188
0.5,0.02,1.2,6e-06,2e-05,3,1.0,SAC205,9.66869796734439,-0.0274829744594171,0.0399787563364952,178,SAC405,1.038822134335829,0.0059259900881442
0.25,0.06,0.4,9e-06,3e-05,9,2.0,SAC205,5.97948954768001,-0.0776757185376481,0.0675592944025993,179,SAC405,0.666726619005199,0.0037724920475738
0.5,0.02,0.8,9e-06,3e-05,6,1.5,SAC405,11.1120973349621,-0.0527437992277554,0.0388080658158287,180,SAC105,0.257864907383919,0.0804716646671291
0.75,0.04,0.4,3e-06,2.5e-05,9,1.0,SAC405,11.9029297430431,-0.0531914928869809,0.1578721590340128,181,SAC405,0.306685827672482,0.018361339927651
0.25,0.04,0.4,3e-06,3e-05,3,1.5,SAC205,6.47991575538511,-0.0665510328835807,0.028500152286142,182,SAC205,0.70451190074284,0.0008928420784286
0.75,0.06,0.8,6e-06,2.5e-05,9,2.0,SAC305,7.37468025953982,-0.0371098573377821,0.061793609522283,183,SAC405,0.531339233120282,0.0042255029984516
0.75,0.02,0.8,6e-06,3e-05,9,2.0,SAC405,12.9751210719361,-0.0410870215855538,0.0439582969993352,184,SAC205,0.327106341719627,0.0022675633445032
0.25,0.04,0.4,6e-06,2.5e-05,6,2.0,SAC305,7.61479758149425,-0.0829789844574406,0.0404682673542992,185,SAC305,0.157820019870997,0.0122874869266525
0.25,0.06,0.4,3e-06,2e-05,9,1.5,SAC205,5.49336872592806,-0.0707857446395791,0.032762353424914,186,SAC305,0.1249740608036519,0.0104040825972333
0.25,0.02,1.2,9e-06,2e-05,9,1.0,SAC405,11.3568126119891,-0.0346715087362099,0.0534724853932856,187,SAC305,0.172747362405062,0.0011820959211945
0.75,0.06,1.2,6e-06,3e-05,6,1.0,SAC405,8.963890679174,-0.0261957147158681,0.0267075470183044,188,SAC205,0.3948856070637699,0.0026209310108242
0.25,0.04,0.8,3e-06,3e-05,3,1.0,SAC305,9.78979523079942,-0.0324670918635091,0.0299527682363986,189,SAC305,0.2189397066831589,0.0113655724853742
0.5,0.04,0.4,9e-06,2.5e-05,3,2.0,SAC305,9.40180918288259,-0.0786935474025085,0.0585411116480826,190,SAC105,0.344987288117409,0.0404477547854185
0.25,0.02,1.2,9e-06,2.5e-05,3,2.0,SAC305,10.0393993619165,-0.0297107401420361,0.0119868808542377,191,SAC405,0.3094028607010839,0.0013963356032036
0.5,0.06,0.8,6e-06,2.5e-05,6,2.0,SAC205,6.51331814298974,-0.0400277979206293,0.0858883829787373,192,SAC205,0.2554952502250669,0.0064230700663757
0.75,0.04,1.2,6e-06,3e-05,9,1.5,SAC405,10.4538379592747,-0.0271481902454979,0.0197977214120328,193,SAC305,0.505952248970668,0.0045248563692439
0.75,0.06,1.2,3e-06,2e-05,9,1.0,SAC105,4.95153566106477,-0.020165079506114,0.2153158038854598,194,SAC405,0.2545649185776709,0.0024242727813543
0.75,0.06,0.8,3e-06,3e-05,9,2.0,SAC305,7.68719921000785,-0.0283889134589116,0.0198899063107091,195,SAC305,0.2745699360966691,0.0026034842012449
0.5,0.02,1.2,6e-06,2.5e-05,3,1.5,SAC205,9.66870287770759,-0.0269513647654093,0.073991935700178,196,SAC305,0.5964705993731759,0.0354911645408719
0.75,0.04,0.8,9e-06,2.5e-05,9,1.0,SAC405,10.7561314303353,-0.0517093022353946,0.0902365539222955,197,SAC105,0.185448750853538,0.028928798623383
0.25,0.02,0.8,6e-06,2e-05,9,2.0,SAC405,11.778636950713,-0.0449016549391671,0.0295468879339749,198,SAC105,0.3697366416454321,0.0152279965113848
0.25,0.04,1.2,9e-06,2e-05,3,2.0,SAC305,9.35011793760402,-0.0330998437711968,0.0188714953837915,199,SAC105,0.168984591960907,0.0087776237778598
0.25,0.06,0.4,6e-06,2e-05,9,1.5,SAC305,6.46065879227748,-0.076706201507477,0.1116877980530261,200,SAC405,0.3496081531047819,0.0049947182124015
0.75,0.06,0.4,3e-06,3e-05,3,1.0,SAC305,8.81901845932517,-0.0472489609965122,0.0287203809421043,201,SAC105,0.3610979095101359,0.0017159688395622
0.75,0.06,0.4,9e-06,2.5e-05,6,2.0,SAC405,10.8373299197071,-0.0629851917328778,0.0396425070939585,202,SAC405,0.267754144966603,0.0016228951898256
0.25,0.02,0.8,6e-06,2.5e-05,3,1.5,SAC105,6.87597550704264,-0.030779896012973,0.0576746966689823,203,SAC105,0.1668537581960369,0.0460256692022085
0.5,0.02,0.4,9e-06,3e-05,9,2.0,SAC405,10.9252649499536,-0.0803402742312754,0.05240863293875,204,SAC205,0.4125130176544189,0.0444636372849346
0.5,0.06,1.2,3e-06,2e-05,6,2.0,SAC205,6.93644037402406,-0.0202958251757081,0.0182090951711869,205,SAC205,0.280125759541988,0.0345701566548087
0.5,0.02,0.4,9e-06,2.5e-05,9,2.0,SAC205,8.32825386178358,-0.0790939336293376,0.1661123000085351,206,SAC305,0.296513810753822,0.0082492639485281
0.5,0.02,0.8,3e-06,2.5e-05,9,1.0,SAC305,11.299409622092,-0.0375757110305129,0.0337174209998919,207,SAC205,0.357997015118599,0.0852814808022226
0.25,0.02,1.2,6e-06,3e-05,6,2.0,SAC205,9.18144126586555,-0.0259775747545063,0.0547542236745357,208,SAC405,0.295208401978016,0.0036898158141411
0.75,0.02,0.8,3e-06,2e-05,3,1.0,SAC405,13.2961138468559,-0.0347622805275022,0.0299057373777031,209,SAC205,0.365336661537488,0.0067940194567199
0.5,0.06,0.8,3e-06,2e-05,6,1.0,SAC305,7.92640663046749,-0.0335607582528609,0.0368744004517792,210,SAC305,0.132522385567427,0.020479902101215
0.75,0.04,0.4,3e-06,2.5e-05,6,2.0,SAC305,10.7966217237688,-0.0528520644584204,0.0932720378041267,211,SAC305,0.56546175976594,0.0052632539154728
0.75,0.04,1.2,9e-06,2e-05,9,2.0,SAC305,9.18920576273172,-0.0341243133880197,0.0782942231744527,212,SAC405,0.384390197694301,0.0016508595144841
0.75,0.06,1.2,3e-06,2e-05,3,1.5,SAC105,4.9515489480372,-0.0181706250004935,0.0127004895475692,213,SAC205,0.354288935661316,0.0029894896615587
0.25,0.02,0.8,9e-06,2e-05,3,2.0,SAC405,11.4056625403024,-0.0527206379629205,0.0291652089799753,214,SAC105,0.2441885471344,0.0243662160355598
0.5,0.06,0.8,3e-06,3e-05,9,1.5,SAC305,7.92639893362205,-0.034220669971546,0.0281701895873993,215,SAC105,0.3514671549201009,0.249618496745825
0.25,0.04,0.4,9e-06,3e-05,3,1.5,SAC105,5.64613241355241,-0.0755319481395417,0.0421701611339812,216,SAC205,0.3462334126234059,0.003379337133083
0.75,0.02,0.4,9e-06,2.5e-05,3,1.0,SAC405,14.0790628599633,-0.0663400646299123,0.0575400977395474,217,SAC305,0.3494735583662989,0.0146356129553169
0.25,0.04,0.8,3e-06,2e-05,9,2.0,SAC405,11.0877706435155,-0.0391452702169772,0.026370330248028,218,SAC205,0.164869543164969,0.0130799751495941
0.25,0.04,0.4,3e-06,2e-05,6,2.0,SAC105,5.26605554415287,-0.0653860153397544,0.0551076885312794,219,SAC305,0.5975563923517789,0.0236069228267296
0.25,0.04,0.8,6e-06,2e-05,3,1.0,SAC105,6.13527961889789,-0.0383065699134021,0.0376498828118201,220,SAC105,0.203426670283079,0.0146622543106787
0.5,0.04,0.4,9e-06,3e-05,6,2.0,SAC405,10.3294487798683,-0.083033327187877,0.0364736936462576,221,SAC305,0.257325857877731,0.0023471548920497
0.25,0.06,0.4,9e-06,2e-05,9,1.5,SAC105,4.65041011954133,-0.0849901778274215,0.179644800722599,222,SAC405,0.175072260200978,0.0336377746425569
0.5,0.04,0.4,6e-06,2.5e-05,9,1.5,SAC105,6.36971744105431,-0.0698943808965849,0.0292171101027633,223,SAC305,0.519087816278139,0.0171817592345178
0.75,0.04,0.8,6e-06,2e-05,6,1.0,SAC105,6.40904908831602,-0.0363274255942087,0.0439967792481183,224,SAC105,0.435706578195095,0.0026957426453009
0.25,0.06,0.4,3e-06,2.5e-05,3,1.5,SAC205,5.49319592117929,-0.0635742724407463,0.0216026624693767,225,SAC305,0.117396865040064,0.0132347999606282
0.25,0.04,1.2,9e-06,2.5e-05,9,1.0,SAC205,8.1323029407055,-0.0385228905070107,0.1097182985395192,226,SAC305,0.222792252898216,0.0248768494930117
0.75,0.04,0.4,6e-06,2e-05,6,2.0,SAC305,11.4064343122902,-0.0596561908605508,0.0886199213564395,227,SAC405,0.183057811111212,0.0069886887213215
0.25,0.04,0.4,9e-06,2e-05,3,1.0,SAC205,7.20852666390611,-0.0849000173184322,0.0742874540301271,228,SAC105,0.352641001343727,0.0127178457914851
0.75,0.06,1.2,3e-06,3e-05,9,1.0,SAC205,6.88253220662897,-0.0174639141187071,0.0888110753148793,229,SAC305,0.176056817173958,0.0012580427442117
0.75,0.06,0.4,3e-06,2.5e-05,9,1.0,SAC105,6.01681197574643,-0.0483425717975477,0.1962002739310261,230,SAC105,0.4573215991258619,0.0105762018647511
0.75,0.06,1.2,9e-06,2e-05,3,2.0,SAC305,7.41740989413135,-0.0336477207893039,0.020165689755231,231,SAC205,0.114027708768844,0.0512555078603327
0.25,0.06,0.8,9e-06,2.5e-05,9,1.0,SAC205,6.39047646146588,-0.0466540695488219,0.0530653551395516,232,SAC105,0.6051443914572361,0.0904529746621845
0.25,0.04,0.4,6e-06,2e-05,9,1.5,SAC205,6.8191441185168,-0.0872104418522212,0.1014761850237845,233,SAC405,0.645748794078821,0.0014548732578987
0.5,0.02,0.4,9e-06,2e-05,9,1.0,SAC205,8.3281658799511,-0.071625514246989,0.0830583758652209,234,SAC205,0.218501534312964,0.0088407657167409
0.5,0.04,0.8,9e-06,2e-05,6,2.0,SAC405,9.54696239048948,-0.0531861668860073,0.0412264252081513,235,SAC105,0.226450212299824,0.1733271712437269
0.25,0.06,0.8,6e-06,3e-05,3,1.5,SAC105,4.78942443734735,-0.0364434050861745,0.0170198068663011,236,SAC305,0.819473812977465,0.055764959193766
0.75,0.06,1.2,9e-06,2.5e-05,3,1.0,SAC105,4.61298457336457,-0.0320371536363381,0.0184869961813091,237,SAC205,0.0993495676666489,0.0198314560111611
0.75,0.04,1.2,3e-06,2.5e-05,3,1.0,SAC305,9.78484578848587,-0.0194462693179956,0.035054481588304,238,SAC305,0.406410346428553,0.0103384508402086
0.25,0.04,1.2,3e-06,3e-05,9,1.0,SAC305,9.94624837156619,-0.0211373454949352,0.0251672675076405,239,SAC205,0.182257898151875,0.0233859881409444
0.75,0.06,0.8,3e-06,3e-05,9,1.5,SAC305,7.68722065667019,-0.0314174621889832,0.2001809179782867,240,SAC305,0.167742192745209,0.0064309909357689
0.5,0.02,1.2,6e-06,2.5e-05,9,1.0,SAC405,12.1116875466697,-0.0299066427396609,0.08705279789865,241,SAC105,0.22297428920865,0.0056751923984847
0.25,0.06,1.2,3e-06,3e-05,9,1.0,SAC405,9.59650131147026,-0.0215604053228162,0.223888412117957,242,SAC105,0.2357711344957349,0.0063180938195728
0.75,0.04,0.4,3e-06,3e-05,6,1.5,SAC405,11.9032122716544,-0.0515577754122204,0.0301452408311888,243,SAC305,0.1037278026342389,0.0731305088847867
0.5,0.02,0.4,3e-06,2e-05,3,1.5,SAC405,10.2782834714351,-0.0683638078626245,0.0486525781452654,244,SAC405,0.38733521848917,0.0519012510776512
0.25,0.02,0.8,9e-06,3e-05,9,1.0,SAC205,8.65638969036135,-0.0402602484100498,0.0692254626192152,245,SAC405,0.3142463490366939,0.0006699327037722
0.75,0.02,0.4,6e-06,2.5e-05,6,2.0,SAC205,10.4947756663327,-0.0508508060593157,0.0245060810120775,246,SAC405,0.320168644189835,0.0043866069754584
0.75,0.06,0.8,3e-06,3e-05,6,1.0,SAC405,8.85279034133186,-0.0299534160003531,0.1063721142709254,247,SAC105,0.221808347851038,0.0162922373565379
0.25,0.02,1.2,6e-06,2e-05,9,2.0,SAC105,7.07366855075155,-0.0268614717642776,0.1947544440627097,248,SAC205,0.161831174045801,0.001333257450824
0.25,0.02,1.2,6e-06,2e-05,9,2.0,SAC305,10.3787307857711,-0.0316830969532019,0.0289128655858802,249,SAC305,0.479950293898582,0.0072538946988061
0.5,0.02,0.8,6e-06,2.5e-05,3,2.0,SAC105,7.32292484181162,-0.0330433544586412,0.0099795430433005,250,SAC105,0.71013092497984,0.0363242668681778
0.5,0.02,1.2,6e-06,2e-05,6,1.0,SAC205,9.66851995979742,-0.0275992185925132,0.0180567730567417,251,SAC105,0.181702129542828,0.0241615280974656
0.25,0.04,0.4,3e-06,3e-05,3,2.0,SAC405,8.394043998673,-0.0718882352084619,0.0478979777544736,252,SAC405,0.273562170565128,0.0093427423853427
0.5,0.02,0.8,3e-06,3e-05,6,1.5,SAC105,8.20564890814368,-0.0287458177190273,0.1451776251196855,253,SAC305,0.7925378233194269,0.0033077568223233
0.5,0.06,0.8,9e-06,2e-05,3,2.0,SAC405,8.28286917352267,-0.051483566086972,0.0336241647601126,254,SAC405,0.5096204926570171,0.0074783727759494
0.75,0.04,0.4,6e-06,2.5e-05,6,1.0,SAC405,12.5435364682327,-0.0607186864363028,0.0476764666091184,255,SAC405,0.348291551073393,0.0022772065130993
0.25,0.02,1.2,9e-06,2e-05,6,1.0,SAC205,8.75867027226603,-0.0300604953663423,0.0361144773196428,256,SAC205,0.082477245479822,0.065619737375527
0.25,0.04,0.4,6e-06,3e-05,3,1.5,SAC305,7.61481050656903,-0.0785950519784819,0.0269427900057052,257,SAC305,0.267213709652424,0.0050658034451772
0.5,0.04,1.2,6e-06,3e-05,3,1.0,SAC305,9.37953471630877,-0.0279634790495037,0.022609274717979,258,SAC105,0.8911643723646799,0.0381737070856616
0.75,0.04,0.8,3e-06,3e-05,9,1.0,SAC305,9.32276412835878,-0.031756795477122,0.0337326665758155,259,SAC105,0.434949457645416,0.0143930237973109
0.25,0.02,0.4,6e-06,2e-05,3,1.5,SAC305,8.81131171746068,-0.0814689269609515,0.0275714425661134,260,SAC305,0.710345556338624,0.0234106038697064
0.25,0.02,0.4,3e-06,2.5e-05,3,1.0,SAC305,8.62000435478628,-0.0709516668139258,0.0384695801913039,261,SAC105,0.1658811494708059,0.0874301567673676
0.75,0.02,0.8,3e-06,2.5e-05,3,1.5,SAC405,13.2958204964451,-0.0338164842687546,0.048734376206994,262,SAC305,0.21255400031805,0.0124873615859542
0.5,0.06,0.8,3e-06,3e-05,9,1.0,SAC405,9.09205204157939,-0.0360687031934503,0.0432269314187578,263,SAC205,0.382623165845871,0.0214275314938277
0.75,0.06,1.2,6e-06,2e-05,3,2.0,SAC305,7.79435674034319,-0.0273258557426742,0.0183881875127553,264,SAC305,0.6630406081676389,0.0107562951161525
0.5,0.04,0.4,6e-06,2.5e-05,3,2.0,SAC105,6.3697391039776,-0.0642416929767932,0.024997126427479,265,SAC405,0.1113689877092839,0.028865810483694
0.5,0.06,0.8,3e-06,2e-05,6,1.0,SAC105,4.90866178577334,-0.0316128170525188,0.1100488007068632,266,SAC205,0.386873406668504,0.0141243998077698
0.25,0.02,0.8,9e-06,2e-05,9,2.0,SAC205,8.65697512964176,-0.0486461001564748,0.1790171340107917,267,SAC205,0.5950498282909349,0.0167380829807371
0.5,0.04,1.2,9e-06,2.5e-05,6,1.5,SAC205,7.73059890705396,-0.0352039079589303,0.0293382613745051,268,SAC205,1.15960197647413,0.0767641365528098
0.5,0.04,0.4,9e-06,2e-05,9,2.0,SAC205,8.49476949410448,-0.0772445329930633,0.1305128987878552,269,SAC405,0.283908508718014,0.0007020300941462
0.75,0.06,1.2,6e-06,2.5e-05,9,1.5,SAC405,8.96381171955123,-0.0269738437491468,0.0307374468538909,270,SAC205,0.3062820583581929,0.0163139624055475
0.25,0.02,1.2,6e-06,2.5e-05,3,1.5,SAC405,11.7778282487501,-0.0276166438125073,0.033524582744576,271,SAC305,0.36465322971344,0.0147507137153298
0.25,0.02,0.4,3e-06,2e-05,3,1.5,SAC305,8.62005789303241,-0.0722778556519187,0.0393731800577369,272,SAC405,0.284111820161342,0.0447490103542805
0.25,0.06,1.2,9e-06,2.5e-05,6,2.0,SAC405,8.96103435703134,-0.0342810695437946,0.0280876758624799,273,SAC305,0.0831678211688999,0.0104398092371411
0.5,0.02,1.2,6e-06,2.5e-05,6,2.0,SAC305,10.844557538337,-0.0285320261027663,0.0179890536237507,274,SAC105,0.251968774944544,0.0201739720941987
0.75,0.04,1.2,3e-06,3e-05,9,2.0,SAC205,8.50858830668829,-0.0198582759476266,0.1209712401032447,275,SAC205,0.3148803636431699,0.0136467241245555
0.75,0.02,0.8,3e-06,2e-05,6,1.5,SAC205,10.6584527787526,-0.0316267050802706,0.0205349053721874,276,SAC405,0.325030013918877,0.0080433097900823
0.5,0.02,0.8,6e-06,3e-05,6,1.5,SAC405,11.7536700917283,-0.0446280443575232,0.0291176971513777,277,SAC105,0.412566021084785,0.001470382365369
0.25,0.04,1.2,6e-06,2.5e-05,3,2.0,SAC105,6.1602110420049,-0.0239713175978977,0.0215148236602543,278,SAC205,0.489274794856707,0.0169665624271147
0.75,0.06,0.8,9e-06,2.5e-05,3,1.5,SAC205,6.95767478125328,-0.0428428779705426,0.0336773651652037,279,SAC205,0.422503508627415,0.0314266654895618
0.5,0.02,0.8,3e-06,2.5e-05,9,1.5,SAC305,11.2994040522271,-0.0344002675847149,0.1780304983258241,280,SAC405,0.3014669492840759,0.0039062909199856
0.25,0.04,1.2,9e-06,2e-05,9,2.0,SAC105,5.88132224451796,-0.0307701698038726,0.0228868910053279,281,SAC205,0.538834954301507,0.0060470086900749
0.5,0.02,0.4,3e-06,2e-05,3,1.5,SAC405,10.2783229000088,-0.0678959521465002,0.0229031889466568,282,SAC205,0.3332718461751939,0.0022385260608643
0.25,0.02,0.4,9e-06,2e-05,6,1.0,SAC105,5.40485526783033,-0.067226732004201,0.1045968048274517,283,SAC205,0.6487671583890869,0.0131367512512952
0.75,0.04,0.4,3e-06,3e-05,9,1.5,SAC305,10.7968995550594,-0.0547771928249857,0.1873671710491173,284,SAC105,0.219307605177164,0.0081895616458496
0.25,0.04,0.8,9e-06,2e-05,6,1.5,SAC205,7.99552911408806,-0.0510512107575777,0.0337153593136462,285,SAC105,0.327513054013252,0.0055523560295113
0.25,0.04,0.8,3e-06,2e-05,9,1.0,SAC105,6.4141105546837,-0.0295699296984821,0.0179430629941633,286,SAC405,0.295880397160848,0.0018532157982917
0.25,0.04,0.8,3e-06,2e-05,6,1.0,SAC305,9.78952303879832,-0.0350022563070523,0.0372498731594532,287,SAC105,0.52102131644884,0.0354579540435225
0.5,0.04,1.2,9e-06,2e-05,6,1.5,SAC405,9.958915693565,-0.0370085703907534,0.0847458383068441,288,SAC305,0.616872658332183,0.0089915902353823
0.75,0.04,1.2,9e-06,3e-05,6,1.5,SAC205,7.98840098733488,-0.0314195771934464,0.0175479630706831,289,SAC205,0.254518926143646,0.0072208906640297
0.25,0.06,0.8,6e-06,3e-05,3,2.0,SAC305,7.89436006763481,-0.0394204503973014,0.0161578030383679,290,SAC105,0.8806207974751711,0.075707164127379
0.25,0.04,1.2,6e-06,3e-05,3,1.0,SAC205,8.2904931480227,-0.0249569012667051,0.0596484183333814,291,SAC205,0.371995188295841,0.003103476614342
0.75,0.02,1.2,3e-06,2e-05,9,1.5,SAC405,12.8605590634748,-0.0227697908412664,0.084117954596877,292,SAC405,0.274998016655446,0.0364216336747631
0.25,0.02,0.4,3e-06,3e-05,6,1.5,SAC105,5.45476167634141,-0.0570300417602993,0.0558617366477846,293,SAC405,0.9334621032078972,0.0305512179620564
0.75,0.06,0.8,6e-06,3e-05,9,1.0,SAC205,6.43449912396838,-0.0369021801452618,0.0503926258534192,294,SAC105,0.325229704380036,0.0046242489625001
0.75,0.06,1.2,3e-06,2e-05,3,1.5,SAC405,9.29105304356696,-0.0200566921557764,0.0309100979939102,295,SAC205,0.3013279289007189,0.0161966166342607
0.75,0.04,1.2,6e-06,2.5e-05,6,1.5,SAC405,10.4538397420079,-0.0283603007555938,0.031216655508615,296,SAC405,0.574258873860041,0.104895373340696
0.75,0.06,1.2,9e-06,3e-05,3,1.0,SAC205,6.32795578957687,-0.0312894174130633,0.0290045948349869,297,SAC405,0.1763878911733629,0.0373881281120703
0.75,0.06,0.4,6e-06,2e-05,6,2.0,SAC405,10.3568792392747,-0.0612409797904547,0.0324064474552869,298,SAC105,0.250414855778217,0.0265675986302086
0.5,0.02,1.2,9e-06,2e-05,9,1.0,SAC205,8.94452697333762,-0.0319269330939277,0.1139553412795066,299,SAC105,0.2749704271554949,0.0259580606361851
0.75,0.06,0.8,9e-06,2.5e-05,6,1.5,SAC405,8.79280390691467,-0.0457576535700353,0.040049307164736,300,SAC305,0.321978658437729,0.0190128735266626
